,name,id,artist,artist_id,popularity,release_date,season
7518,Early Autumn,43R3lzkHJG7YomRMDtEEI1,Ella Fitzgerald,5V0MlUE1Bft0mbLlND7FJz,45,1964,fall
7519,"September In The Rain - Live At Mister Kelly's, Chicago / 1957",2C9icrgOR4FM12JIZRbGbt,Sarah Vaughan,1bgyxtWjZwA5PQlDsvs9b8,38,1957-08-06,fall
7520,Autumn Serenade,4hMy6FHdpoCXzSuVz9izKo,John Coltrane,2hGh5VOeeqimQFxqXvfCUf,0,1963,fall
7521,I'm In The Mood For Love,6crfO56bDm0RjpctUuGs5X,Julie London,3qUMmh5biaB5hqpF4LqS3m,62,1955-12-01,fall
7522,Stormy Weather,2IdwQxhJn9ZE4zIotcCefR,Etta James,0iOVhN3tnSvgDbcg25JoJb,66,1960,fall
7523,Witchcraft,0H2uVxEEvuRRYLhowu78jf,Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,48,2015-04-17,fall
7524,Autumn In New York,2TrdOlaaSzDYqGX6J6Fykx,Billie Holiday,1YzCsTRb22dQkh9lghPIrp,37,1991-10-22,fall
7525,Autumn Leaves - Remastered 1987,3AgqQbQWYLGsemeBHk1U1d,Nat King Cole,7v4imS0moSyGdXyLgVTIV7,57,1953-08-01,fall
7526,Autumn Leaves (with Paul Weston & His Music From Hollywood),4WqvEcqLyjXgrWspu7P7Ki,Doris Day,3ESG6pj6a0LvUKklENalT6,38,1956-12-17,fall
7527,Autumn In Rome,7hc21rUn1pueURgtbl0mLZ,Peggy Lee,602DnpaSXJB4b9DZrvxbDc,36,1964-05-01,fall
7528,Manhattan,6pvLpx1h5KnNcJ2Pv2UXWZ,Ella Fitzgerald,5V0MlUE1Bft0mbLlND7FJz,0,1956,fall
7529,Gloomy Sunday (with Teddy Wilson & His Orchestra) - Take 1,41CHb7F7SXcmkj0h8wekeF,Billie Holiday,1YzCsTRb22dQkh9lghPIrp,41,1933,fall
7530,Stormy Weather - 2003 Remastered Version,1WpnEMJcPtrxCJ6qs8hwnY,Billie Holiday,1YzCsTRb22dQkh9lghPIrp,0,1952-03-26,fall
7531,Black Coffee,56IQUfsUskt9VHe6YM6kue,Sarah Vaughan,1bgyxtWjZwA5PQlDsvs9b8,49,1955-04-12,fall
7532,Goin' On A Hayride,5ccCty00CckUrKYDfD6UuI,Peggy Lee,602DnpaSXJB4b9DZrvxbDc,31,2008-01-01,fall
7533,As Time Goes By,7nX7JMnSP9XmLjgv6pzcyr,Jimmy Durante,5FNHfTn3yzVpqdUyWwej0v,46,1965,fall
7534,One September Day,2Y2M7TztqchZwMoszbYapJ,Nina Simone,7G1GBhoKtEPnP86X2PvEYO,38,1965-06-01,fall
7535,La Vie en rose,3lAun9V0YdTlCSIEXPvfsY,Édith Piaf,1WPcVNert9hn7mHsPKDn7j,59,2008-10-13,fall
7536,C'est si bon,07UjFjAVwQ5b3jWCWS4Etd,Eartha Kitt,1AwO9pWEBSBoWdEZu28XDC,31,1992-07-09,fall
7537,The September Of My Years,7aEqYB9fGCGtq8aYL6ugQU,Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,40,1965-08,fall
7538,Early Autumn,1OSWyNzFuzuKbbpC27UJdw,The Four Freshmen,7eAF64ZiDwK2rDPSrr97D9,33,2006-05-17,fall
7539,Bewitched Main Title,3hUzmVfU4dyIBMouFs30Vk,Dominik Hauser,4MTfVjZzx72caVcbCjUK73,29,2012-02-04,fall
7540,Autumn In New York,4sccncrGcg70wwbh6xbwXZ,Bing Crosby,6ZjFtWeHP9XN7FeKSUe80S,30,2010-01-01,fall
7541,September Song,5ADHJGL2Zo06QS2ZdOqwvQ,Nat King Cole,7v4imS0moSyGdXyLgVTIV7,33,1962-03-01,fall
7542,Great Pumpkin Waltz,5dwY5r2PfjMteikJViyNIT,Vince Guaraldi Trio,4ytkhMSAnrDP8XzRNlw9FS,0,1965,fall
7543,This October,3OifdbdBdgVGtns8uQbZO3,The Four Freshmen,7eAF64ZiDwK2rDPSrr97D9,28,2013-12-05,fall
7544,September Song/As Time Goes By/Till We Meet Again,6tRJ9jeUxSBq9Vg77xswDc,Bing Crosby,6ZjFtWeHP9XN7FeKSUe80S,32,2013-01-01,fall
7545,Autumn Nocturne,4KVEZDbQ5gxdStbrrBomrm,Claude Thornhill & His Orchestra,2RjXfFzL4Ll88oCtpaXU34,27,2008-08-31,fall
7546,Shine On Harvest Moon - Version 1,6P712Y2jcNBO47bYNSPWCJ,Bing Crosby,6ZjFtWeHP9XN7FeKSUe80S,32,2013-01-01,fall
7547,Falling Leaves,7aLcqfuuLs2uLDEucIvDFN,Glenn Miller,2aAHdB5HweT3mFcRzm0swc,39,1991-09-24,fall
7548,Thanksgiving Theme,2wygvWnq8gpWnMMNUfuEih,Vince Guaraldi Trio,4ytkhMSAnrDP8XzRNlw9FS,0,1965,fall
7549,Tea For Two,6uWGcfyKS2bP63sd2zyswJ,Blossom Dearie,5bWApG9Vdshhd1J50UnNf6,46,1958-01-01,fall
7550,As Time Goes By,3lO4Z6BSp773vcovgYurHg,Billie Holiday,1YzCsTRb22dQkh9lghPIrp,55,1997-01-28,fall
7551,September In The Rain - 1998 Remastered,6TQkQ3F4roIEaQqEAOQM2y,Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,44,1961,fall
7552,Autumn In New York - Remastered,2P08TIRaL1PnIHbbDnCIwt,Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,38,1958,fall
7553,Lullaby Of The Leaves,21WqITbYWS7tXrc4Y6SO7W,Ella Fitzgerald,5V0MlUE1Bft0mbLlND7FJz,39,1964-01-01,fall
7554,Moonglow,1rUpHU45dBawthkWVugcQn,Billie Holiday,1YzCsTRb22dQkh9lghPIrp,48,1956-01-01,fall
7555,"Bewitched, Bothered, And Bewildered",0gE63HwMeWgK30ONO4witM,Ella Fitzgerald,5V0MlUE1Bft0mbLlND7FJz,52,1956-01-01,fall
7556,November Twilight,1A0IKMO2VXftxqHDe3gigM,Julie London,3qUMmh5biaB5hqpF4LqS3m,41,1956,fall
7557,Autumn Serenade,7eEYGV56kKWBKUSdfPZL59,Joanie Sommers,64ZUngtVBOg6z3kKagoZhU,35,1963,fall
7558,When October Goes,0OMw0xZdlvBCMAbyU9U1RP,Rosemary Clooney,0NkyXWGxE3WTFixDSJ39PK,28,1987-01-01,fall
7559,September Song,6hoJMy25ntELQD6EjSHgUu,Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,36,1965-08,fall
7560,Someone To Watch Over Me,5RcvlmVx2xtFcp2Ta5pw7X,Ella Fitzgerald,5V0MlUE1Bft0mbLlND7FJz,51,1950-09-11,fall
7561,Embraceable You - 1940 Single Version,1dy9EATwArE9ALpeGW8VQC,Judy Garland,0hItVPjwJLVZrFqOyIsxPf,46,1994-07-04,fall
7562,On The Sunny Side Of The Street,16ARXAJAcL8ubHDpBLcqDQ,Billie Holiday,1YzCsTRb22dQkh9lghPIrp,48,1957-01-01,fall
7563,Autumn Leaves - 1996 Digital Remaster,3FG4FK19MJD7XiuHfZLwGj,Jo Stafford,1Jqk46QvzUn7SnwmTGX6Cw,35,1996-01-01,fall
7564,East Of The Sun (West Of The Moon),1zE0JZiHOBPlHwLsf4wBld,Billie Holiday,1YzCsTRb22dQkh9lghPIrp,47,1956-01-01,fall
7565,When Sunny Gets Blue,1jfTFVypaZFk6saaHaY1KL,Nat King Cole,7v4imS0moSyGdXyLgVTIV7,43,1957-08-01,fall
7566,September In The Rain,65aaGE6akRpBXo5vRgcHU0,Bing Crosby,6ZjFtWeHP9XN7FeKSUe80S,40,1956,fall
7567,Love Is Here To Stay,63qs0QjDLhV22OMdAxGaMQ,Ella Fitzgerald,5V0MlUE1Bft0mbLlND7FJz,44,1957-02-25,fall
7568,September In The Rain,4FYw8O7uGqxGYGEu8O0XTC,Dinah Washington,32LHRiof0sa4taYew9i3Fa,0,2012-01-23,fall
7569,Wake Up In Paris,3baBATYPz5tyc3LPqG9Ol4,The Hot Sardines,7zIBiD6dJ7x0a6BPND2fIy,32,2014-10-07,fall
7570,September Song,286RkRWuFjPZD252MW334r,Eartha Kitt,1AwO9pWEBSBoWdEZu28XDC,30,2002-05-30,fall
7571,Moonglow,2uyySHlUXP9AkOKaVWOqHS,Eddy De Lange,1MLMglw4bC9ATuJUL2gPD8,30,1988-01-01,fall
7572,Lullaby Of The Leaves,4AHP7whpirTctuMJ4Jwaa7,Joseph Young,2HSpcbG1b52hKLtBNThKzC,25,1993-01-01,fall
7573,Early Autumn,1mGapwmGbc4Oon0RD43jur,Anita O'Day,5QGnprJtpZmk3OiDqspPlB,0,1990-03-19,fall
7574,Some Enchanted Evening,0MVjP6RWqGXygcgxRYfP3V,Perry Como,5v8jlSmAQfrkTjAlpUfWtu,30,1988-06-12,fall
7575,Strange Enchantment,10Z5ivqGut4pjqQRZG9A6R,Dorothy Lamour,4OCE17X0IFULsN7jVyyoAw,25,2014,fall
7576,Moonlight In Vermont,15Hif5AXEQGF1EQ0dCyyjQ,Tony Bennett,2lolQgalUvZDfp5vvVtTYV,26,1995-10-24,fall
7577,This October - Remastered,2nPSfvrMlBHBA0yxUkzSwo,Julie London,3qUMmh5biaB5hqpF4LqS3m,34,1956,fall
7578,Tricks,2FfYVr5N2TSPcN8bYs8R0n,Tony Bennett,2lolQgalUvZDfp5vvVtTYV,24,1963-02-18,fall
7579,The Magician,3Hjv9S2wmLplIvHz2U4ddn,Dean Martin,49e4v89VmlDcFCMyDv9wQ9,24,1958,fall
7580,It's Magic,0Jue2EKfWtjG3XjdIKR7K2,Dick Haymes,3BiJGZsyX9sJchTqcSA7Su,25,2008-03-10,fall
7581,Here's That Rainy Day,1In4c3s1wXMDftUBko61Qq,Paul Desmond,68l2i6GeNtwQlhKS59u5bu,28,1966,fall
7582,That Old Black Magic,6u2RHNHVmDlYpt3Jl9UoOZ,Bing Crosby,6ZjFtWeHP9XN7FeKSUe80S,25,2010-01-01,fall
7583,"Love, Your Magic Spell Is Everywhere",1BZF3b1vFsq7vvWaarXvuy,Johnny Mathis,21LGsW7bziR4Ledx7WZ1Wf,23,1956-07-16,fall
7584,Ding-Dong! the Witch Is Dead,4Ck1mbBLn29qds68bZTYNZ,Ella Fitzgerald,5V0MlUE1Bft0mbLlND7FJz,0,2013-10-15,fall
7585,Jeepers Creepers,41KN8wF0Uy7YUtQAwjleYb,Bing Crosby,6ZjFtWeHP9XN7FeKSUe80S,28,2013-01-01,fall
7586,The Skeleton In The Closet - Single Version,16VhRXGPiqsHgnw4KgKkuU,Louis Armstrong,19eLuQmk9aCobbVDHc6eek,36,1993-01-01,fall
7587,No Moon at All,5tymmiCicNbxO4Hibfe5fM,Jeri Southern,53zwWZL3vLQ7fVfKrhrzaK,13,2013-07-28,fall
7588,In the Misty Moonlight,3ap3hvXVTHrEepKouHLzux,Dean Martin,49e4v89VmlDcFCMyDv9wQ9,26,2013-11-19,fall
7589,Magic Is the Moonlight,4LbznTOooA4nsgBcUuY7x1,Jerry Vale,5MaJrqhwysKwbvDePyAS6l,24,1959,fall
7590,Night Song,62Pgi7xq4KMucejCaIqrMg,Sarah Vaughan,1bgyxtWjZwA5PQlDsvs9b8,0,2000-01-01,fall
7591,"Bewitched, Bothered and Bewildered (with The Mellomen)",7qxcZ6PFs5gB7X0KgGfF98,Doris Day,3ESG6pj6a0LvUKklENalT6,34,1992-09-29,fall
7592,Moonlight Becomes You,2t3TVp5HEBWvrAcwxuYKDu,Ella Fitzgerald,5V0MlUE1Bft0mbLlND7FJz,26,1959-01-01,fall
7593,Can't Help Lovin' That Man,2qf5Xr89ShgSu1up0xQmLt,Julie London,3qUMmh5biaB5hqpF4LqS3m,37,1955-12-01,fall
7594,Autumn In New York,3mmFzFFPrr16fjLcd6u09D,Jo Stafford,1Jqk46QvzUn7SnwmTGX6Cw,36,1955-01-01,fall
7595,Paper Bag,0IVkP59yJ9GFF6B7IrvrxA,Fiona Apple,3g2kUQ6tHLLbmkV7T4GPtL,67,1999-11-09,fall
7596,Seventeen,5jZoYp0P8ML7AxkS3tQz3j,Sharon Van Etten,2wJ4vsxWd7df7dRU4KcoDe,56,2019-01-18,fall
7597,It's Too Late,12q3V8ShACq2PSWINMc2rC,Carole King,319yZVtYM9MBGqmSQnMyY6,70,1971,fall
7598,Cologne,1NaDK3atogQEn9glK5fYuy,beabadoobee,35l9BRT7MXmM8bv2WDQiyB,65,2021-06-23,fall
7599,Kyoto,49UDOG8DoBajXTJSTqfRMg,Phoebe Bridgers,1r1uxoy19fzMxunt3ONAkG,0,2020-06-18,fall
7600,Bags,6UFivO2zqqPFPoQYsEMuCc,Clairo,3l0CmX0FuQjFxr8SK7Vqag,77,2019-08-02,fall
7601,Amoeba,0HAqq2GcQKyi3s87GuN7jU,Clairo,3l0CmX0FuQjFxr8SK7Vqag,71,2021-07-16,fall
7602,Right Side of My Neck,3cxZT78mZDyLsLPJKcTu3U,Faye Webster,5szilpXHcwOqnyKLqGco5j,72,2019-05-24,fall
7603,Steeeam,09RamrocZneYcLYLRIxYha,Shelly,4z1P9QhvHGEJzPhQAjXYPE,72,2020-10-30,fall
7604,Harvey,1zFbBrZmJr1Z49HYe84dBg,Her's,77mJc3M7ZT5oOVM7gNdXim,67,2018-08-24,fall
7605,Motion Sickness,25Syi9wnfn6ZGAmiOBypPq,Phoebe Bridgers,1r1uxoy19fzMxunt3ONAkG,63,2018-10-02,fall
7606,16 Mirrors,5reWDqtIJUihfccbvQZx6C,Alex G,6lcwlkAjBPSKnFBZjjZFJs,0,2012-11-05,fall
7607,Harbor,57VAuR1WgKFzcpO3ujQx9A,Clairo,3l0CmX0FuQjFxr8SK7Vqag,54,2021-07-16,fall
7608,Little Bit,0Ps4Eh6SQjeLnubbCsQTDD,Lykke Li,6oBm8HB0yfrIc9IHbxs6in,64,2008-06-02,fall
7609,Sarah,0Xmz2shisTG8peoqnFj5tu,Alex G,6lcwlkAjBPSKnFBZjjZFJs,0,2012-11-05,fall
7610,circle the drain,2drtd6SptpMJ1KylMQ7mrE,Soccer Mommy,4wXchxfTTggLtzkoUhO86Q,51,2020-02-28,fall
7611,yellow is the color of her eyes,5EDBVVqd2ogoG89XVQOvsn,Soccer Mommy,4wXchxfTTggLtzkoUhO86Q,47,2020-02-28,fall
7612,Kids,3pyyGVqWvRMq43qtJBzxe0,Current Joys,0m5FakHKCQdA7UN0PIzMcL,74,2015-03-08,fall
7613,Visions,1rcxltU3Mzn8gN6Z8ly9Zh,Loving,4ftctxasGrW5Ud5Pbw6kWq,0,2020-01-31,fall
7614,Hot & Heavy,6SIooImkHGKCIwgUZ3WDvD,Lucy Dacus,07D1Bjaof0NFlU32KXiqUP,55,2021-06-25,fall
7615,YKWIM?,2vWBUC9djv6BtiGlmKiQaH,Yot Club,6FugQjLquBF4JzATRN70bR,79,2019-05-31,fall
7616,I Hope to Be Around,0Molxw6WdYhOifas6NiQL2,Men I Trust,3zmfs9cQwzJl575W1ZYXeT,0,2017-11-10,fall
7617,Sweet Marie,7MBSbBrx0TvBYyKEcpGcJb,The Walters,027TpXKGwdXP7iwbjUSpV8,66,2015-12-23,fall
7618,Snowqueen Of Texas,5DPNLHoisZSIInV23TJ49P,The Mamas & The Papas,1bs7HoMkSyQwcobCpE9KpN,53,1971-11-01,fall
7619,Show Me How,01TyFEZu6mHbffsVfxgrFn,Men I Trust,3zmfs9cQwzJl575W1ZYXeT,25,2018-02-28,fall
7620,Kenny,6FmnMoph4yx7zjhuBcrHDv,Still Woozy,4iMO20EPodreIaEl8qW66y,46,2021-04-30,fall
7621,Kissing Lessons,3KRdLDjxlAY7ku93tOG0b1,Lucy Dacus,07D1Bjaof0NFlU32KXiqUP,47,2022-02-02,fall
7622,I hope we can still be friends,2Fp2eFJSDMZCZ3Pc9OINmp,Pity Party (Girls Club),5J3QKfJDFyjR3Q2qRcRaIU,27,2022-07-27,fall
7623,Someone To Spend Time With,6SE4JAo7T8C7XkFka5bbga,Los Retros,0qraFJK6boYSp4ZMMX4PzG,70,2019-02-12,fall
7624,First Time,5OLVjtDBzeHtqGTn5Pwo1B,Lucy Dacus,07D1Bjaof0NFlU32KXiqUP,43,2021-06-25,fall
7625,i need to be alone.,7LBfVMw4MNNGCLGmXeuDv6,girl in red,3uwAm6vQy7kWPS2bciKWx9,0,2019-03-13,fall
7626,Ivy,3qcxmCQRw3OGNwB5vMcih5,SALES,6vVztIuqdDHvYWxOEXCzjN,39,2016-04-20,fall
7627,Congratulations,6kblAEj0T0312fv5QWsXzo,MGMT,0SwO7SWeDHJijQ3XNS7xEE,56,2010-04-09,fall
7628,Sorry Bro,4ANZKZkg74qHyVgd0gwO32,SALES,6vVztIuqdDHvYWxOEXCzjN,45,2016-04-20,fall
7629,Unbothered,4p1Er46wDz4zGQI7Sxor3W,Omar Apollo,5FxD8fkQZ6KcsSYupDVoSO,2,2018-01-06,fall
7630,8,110AMH5GQUMgQhUHNODxBy,WILLOW,3rWZHrfrsPBxVy692yAIxF,29,2014-11-11,fall
7631,Yam Yam,7kyiHjkFdmHcYcIJtFAdaF,No Vacation,32zeX1IoVKAGWMyy1isKUq,0,2017-05-12,fall
7632,Cool,3FeyKZZcU7ywuJ0LtFSuBO,Soccer Mommy,4wXchxfTTggLtzkoUhO86Q,37,2018-03-02,fall
7633,Can I Call You Tonight?,15RPEE4Xjz1dQK71zdAJSA,Dayglow,6eJa3zG1QZLRB3xgRuyxbm,0,2018-09-28,fall
7634,Fear,4rHfpAN2CK3H6eRWd7j7E0,Current Joys,0m5FakHKCQdA7UN0PIzMcL,71,2018-03-02,fall
7635,Tommy's Party,5OuJTtNve7FxUX82eEBupN,Peach Pit,6fC2AcsQtd9h4BWELbbire,59,2018-06-28,fall
7636,Tom's Diner,7f9sC9fvtjYSZYOLSmKJlq,Suzanne Vega,3X0tJzVYoWlfjLYI0Ridsw,56,1991-01-01,fall
7637,girls,1kqc6U8hVYZhY0gFGQclCz,girl in red,3uwAm6vQy7kWPS2bciKWx9,0,2018-06-08,fall
7638,bad idea!,1M4Ud66z18wuIq3oOxqVHa,girl in red,3uwAm6vQy7kWPS2bciKWx9,32,2019-09-03,fall
7639,WILSHIRE,1pbbsI2KGPOMu0HmuGccBu,"Tyler, The Creator",4V8LLVI7PbaPR0K2TGSxFF,60,2021-06-25,fall
7640,the perfect pair,41P6Tnd8KIHqON0QIydx6a,beabadoobee,35l9BRT7MXmM8bv2WDQiyB,79,2022-07-15,fall
7641,The Stars Keep On Calling My Name,56KPaXhRx8U6YB2stCJEgY,Mac DeMarco,3Sz7ZnJQBIHsXLUSo0OQtM,54,2012-10-16,fall
7642,Billie Toppy,5jyj2XKWILHQxDoz59ddCT,Men I Trust,3zmfs9cQwzJl575W1ZYXeT,58,2022-09-28,fall
7643,Show Me How (Garage Session),4txABD3LsdaTIZtqAsFqZE,Men I Trust,3zmfs9cQwzJl575W1ZYXeT,0,2020-07-10,fall
7644,Krystal,5JJPfHpByZ66XsEyCNVi2p,Matt Maltese,12j6dJrPXanCBwY599pZxf,63,2020-11-20,fall
7645,La route,0SdX5oEqbDI6jBKrn3rSRb,Juniore,1vxsourLLLfobrxyWAcuQH,2,2016-05-20,fall
7646,Rhiannon,05oETzWbd4SI33qK2gbJfR,Fleetwood Mac,08GQAI4eElDnROBrJRGE0X,74,1975-07-11,fall
7647,Swing Lynn,3VCXx37jNGNOMns6z2OnvJ,Harmless,5dYGaoCO0iaUZKfl9K8Gtd,71,2012-08-14,fall
7648,Together,0QSPFCvGJlu0xR51gXG70M,beabadoobee,35l9BRT7MXmM8bv2WDQiyB,49,2020-10-16,fall
7649,we fell in love in october,6IPwKM3fUUzlElbvKw2sKl,girl in red,3uwAm6vQy7kWPS2bciKWx9,86,2018-11-21,fall
7650,Loving Machine,7JEzAlwHhCD2M1cYE6BeqJ,TV Girl,0Y6dVaC9DZtPNH4591M42W,72,2016-02-25,fall
7651,Last Girl,36EPiGjD3gbFllepV67Wet,Soccer Mommy,4wXchxfTTggLtzkoUhO86Q,32,2018-03-02,fall
7652,Fish,6VkmMpgrvypnV9dTLwaDdW,"Tyler, The Creator",4V8LLVI7PbaPR0K2TGSxFF,43,2011-05-09,fall
7653,"Palace/Curse (feat. Tyler, The Creator & Steve Lacy)",300DUx4tdtCdGEUXR032jA,The Internet,7GN9PivdemQRKjDt4z5Zv8,61,2015-06-26,fall
7654,Le temps de l'amour,6rqUOLt9dpfMANLMKTzoWj,Françoise Hardy,7x3f7c0fBanNlQwpx1255g,62,1962-06-30,fall
7655,Hello?,7qwt4xUIqQWCu1DJf96g2k,Clairo,3l0CmX0FuQjFxr8SK7Vqag,67,2018-05-25,fall
7656,Take Me To Church,3dYD57lRAUcMHufyqn9GcI,Hozier,2FXC3k01G6Gw61bmprjgqS,82,2014-09-19,fall
7657,Some Place Else,5Hu24z7izB3LKi6pHaPq3C,MorMor,63vaeIIBKIe9zT91EORVbr,0,2019-05-03,fall
7658,Out Of Your League,4qdbCACEpbFWIpKSMa2fZC,Blood Orange,6LEeAFiJF8OuPx747e1wxR,53,2018-08-24,fall
7659,Steeeam,09RamrocZneYcLYLRIxYha,Shelly,4z1P9QhvHGEJzPhQAjXYPE,72,2020-10-30,fall
7660,Foreword (feat. Rex Orange County),33i3xxHB4YSYGYbtJrwwO8,"Tyler, The Creator",4V8LLVI7PbaPR0K2TGSxFF,61,2017-07-21,fall
7661,Kilby Girl,1170VohRSx6GwE6QDCHPPH,The Backseat Lovers,6p2HnfM955TI1bX34dkLnI,72,2019-01-27,fall
7662,Never Meant,51R5mPcJjOnfv9lKY1u5sW,American Football,5FwydyGVcsQllnM4xM6jw4,0,1999,fall
7663,First Love/Late Spring,3sslYZcFKtUvIEWN9lADgr,Mitski,2uYWxilOVlUdk4oV9DvwqK,76,2014-11-11,fall
7664,Alien Blues,11iIikXxC6NP0Ma8vMD27x,Vundabar,1W4itxt3vwhmrgLEBuVHJ6,79,2015-07-24,fall
7665,Cigarettes out the Window,6QeYSvYqYUsfBzsApbjDHO,TV Girl,0Y6dVaC9DZtPNH4591M42W,84,2016-02-25,fall
7666,Simulation Swarm,2FwDApgXk91kXvqy2oB7dz,Big Thief,5QdyldG4Fl4TPiOIeMNpBZ,66,2022-02-11,fall
7667,Still Beating,4LpUpiYoZ2M3Z1kmhn4EQo,Mac DeMarco,3Sz7ZnJQBIHsXLUSo0OQtM,71,2017-05-05,fall
7668,Heart To Heart,7EAMXbLcL0qXmciM5SwMh2,Mac DeMarco,3Sz7ZnJQBIHsXLUSo0OQtM,81,2019-05-10,fall
7669,Jupiter,3kg7A13eqXpZnnyXEVcGsj,Matt Maltese,12j6dJrPXanCBwY599pZxf,56,2020-11-20,fall
7670,This Night Has Opened My Eyes - 2011 Remaster,2Yf0HjCklkx54C4wQzhvzH,The Smiths,3yY2gUcIsjMr8hjo51PoJ8,57,1987,fall
7671,Sarah,0Xmz2shisTG8peoqnFj5tu,Alex G,6lcwlkAjBPSKnFBZjjZFJs,0,2012-11-05,fall
7672,Fuzzybrain,57HJa4ktE7iHGrbFhwzEr2,Dayglow,6eJa3zG1QZLRB3xgRuyxbm,0,2019-11-14,fall
7673,Gap in the Clouds,7l5j3FapCyr6HxUgoAynM2,Yellow Days,3dv4Q4q3LWOnbLJnC6GgTY,50,2016-11-18,fall
7674,Swingin Party - 2008 Remaster,14g6foD6sxO1qgkDKuPgWv,The Replacements,4WPY0N74T3KUja57xMQTZ3,51,1985,fall
7675,Chamber Of Reflection,7H7NyZ3G075GqPx2evsfeb,Mac DeMarco,3Sz7ZnJQBIHsXLUSo0OQtM,80,2014-04-01,fall
7676,Home,0P42eWQvmNe6I453EkicVo,Daughter,46CitWgnWrvF9t70C2p1Me,0,2012-01-01,fall
7677,Twilight,6d67Xv8ms2noA8wWFLiPDN,bôa,5jTtGLk1mGFMY5lQOvJYUj,70,2010-04-20,fall
7678,Sunday Morning,4GToX02nFmmc7mczHqKPFo,Margo Guryan,3SMY2MGuaUOhuPpgRn6clw,0,2014-04-29,fall
7679,Real Love,6lU6rPNgmEhilIurtFmkFm,Big Thief,5QdyldG4Fl4TPiOIeMNpBZ,0,2016-05-27,fall
7680,"Goodbye, My Danish Sweetheart",5aBGhgBAQui7ESYNH0zFJB,Mitski,2uYWxilOVlUdk4oV9DvwqK,65,2013-08-01,fall
7681,Boxes,3yz6xWeKk5lPd4afjt02RC,Billie Marten,02YLJJnWC7YQVixkjEBRn7,32,2019-04-26,fall
7682,Why Do I Cry,6u8WO1VXSlGK7OER6c5lDa,Margo Guryan,3SMY2MGuaUOhuPpgRn6clw,0,2014-04-29,fall
7683,Spin Me Around,3WOZcIibmurJult4Z7Wfce,The Marías,2sSGPbdZJkaSE2AbcGOACx,55,2021-06-25,fall
7684,Chasing Pavements,59tg0OPhiHlbsVZ9GFqUk5,Adele,4dpARuHxo51G3z768sgnrY,0,2008-01-28,fall
7685,Chinese New Year,6axvnGwB3rtoriGI1lPhTz,SALES,6vVztIuqdDHvYWxOEXCzjN,46,2014-09-22,fall
7686,Adult Diversion,22cDldSuj9rgIMXwn4Ofn0,Alvvays,3kzwYV3OCB010YfXMF0Avt,0,2014-07-22,fall
7687,Not My Baby,27bBjan9bD8rUESGYqK9a7,Alvvays,3kzwYV3OCB010YfXMF0Avt,0,2017-09-08,fall
7688,White Jeans,3XRYirzvskaVLlGS9s4lJd,SALES,6vVztIuqdDHvYWxOEXCzjN,22,2018-05-16,fall
7689,Good Guys Go,2LGC6TlEDX9Ij5sgdeVNzL,Cub Sport,6vqMDhoigg5btfdPsPTVFt,22,2017-09-22,fall
7690,For the First Time,2R4AlwtrrkMaRKojcTIzmL,Mac DeMarco,3Sz7ZnJQBIHsXLUSo0OQtM,81,2017-05-05,fall
7691,Easy Lovers,4u307txePIagFC4K67AdBA,Piero Piccioni,2WPn0emjr8XPmMOT0bBcPe,61,1998-01-11,fall
7692,Cariño,16gJmoOqRt2lKmlXtDpWgH,The Marías,2sSGPbdZJkaSE2AbcGOACx,69,2018-09-28,fall
7693,Shark Smile - Edit,6exdwZ3EOSCjb11bd6k6Np,Big Thief,5QdyldG4Fl4TPiOIeMNpBZ,29,2017-05-08,fall
7694,Masterpiece,62aOYUWnWQtWvWLAvvWBZi,Big Thief,5QdyldG4Fl4TPiOIeMNpBZ,0,2016-05-27,fall
7695,The Great Gig in the Sky,2TjdnqlpwOjhijHCwHCP2d,Pink Floyd,0k17h0D3J5VfsdmQ1iZtE9,70,1973-03-01,fall
7696,Breathe (In the Air),2ctvdKmETyOzPb2GiJJT53,Pink Floyd,0k17h0D3J5VfsdmQ1iZtE9,71,1973-03-01,fall
7697,Lady Grinning Soul - 2013 Remaster,3ZFurUI2qESabUHHyIlxa8,David Bowie,0oSGxfWSnnOXhD2fKuz2Gy,51,1973-04-13,fall
7698,Femme Fatale,3PG7BAJG9WkmNOJOlc4uAo,The Velvet Underground,1nJvji2KIlWSseXRSlNYsC,64,1967-03-12,fall
7699,I Know,0uhYgQQ6WX9rCONnum7Fmw,Fiona Apple,3g2kUQ6tHLLbmkV7T4GPtL,61,1999-11-09,fall
7700,Step On Me,6ZaiqbV2GfUtrUlhsu58fN,The Cardigans,1tqZaCwM57UFKjWoYwMLrw,73,1996-01-01,fall
7701,This Night Has Opened My Eyes - 2011 Remaster,2Yf0HjCklkx54C4wQzhvzH,The Smiths,3yY2gUcIsjMr8hjo51PoJ8,57,1987,fall
7702,The Way You'd Love Her,22YaLT8M1Mnez2kVirzlkp,Mac DeMarco,3Sz7ZnJQBIHsXLUSo0OQtM,52,2015-08-07,fall
7703,Brain Damage,05uGBKRCuePsf43Hfm0JwX,Pink Floyd,0k17h0D3J5VfsdmQ1iZtE9,64,1973-03-01,fall
