,name,id,artist,artist_id,popularity,release_date,season
2177,Don't Stop The Music,1Jo0Zg7XlrA6z0mFTZVdkn,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,70,2007-01-01,summer
2178,SexyBack (feat. Timbaland),0O45fw2L5vsWpdsOdXwNAR,Justin Timberlake,31TPClRtHm23RisEBtV3X7,79,2006-09-12,summer
2179,Yeah! (feat. Lil Jon & Ludacris),5rb9QrpfcKFHM1EUbSIurX,USHER,23zg3TcAtWQy7J6upgbUnj,84,2004-03-23,summer
2180,Low (feat. T-Pain),0CAfXk7DXMnon4gLudAp7J,Flo Rida,0jnsk9HBra6NMjO2oANoPY,80,2008-03-17,summer
2181,Crank That (Soulja Boy),66TRwr5uJwPt15mfFkzhbi,Soulja Boy,6GMYJwaziB4ekv1Y6wCDWS,74,2007-01-01,summer
2182,Get Low,0r2Bul2NuCViraT2zX1l5j,Lil Jon & The East Side Boyz,3ciRvbBIVz9fBoPbtSYq4x,73,2002-10-29,summer
2183,Hotel Room Service,0OPyDgTRuIdCJ9B4bYSths,Pitbull,0TnOYISbd1XYRBk9myaseg,73,2009-08-27,summer
2184,Sexy Bitch (feat. Akon),0uXO2GrNiIb1xHT9LUdxZE,David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,66,2009-08-21,summer
2185,California Gurls,6KOEK6SeCEZOQkLj5M1PxH,Katy Perry,6jJ0s89eD6GaHleKKya26X,73,2010-01-01,summer
2186,Starships,1oHNvJVbFkexQc0BpQp7Y4,Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,73,2011-01-01,summer
2187,Fire Burning,2oENJa1T33GJ0w8dC167G4,Sean Kingston,6S0dmVVn4udvppDhZIWxCr,71,2009-09-07,summer
2188,Forget You,7AqISujIaWcY3h5zrOqt5v,CeeLo Green,5nLYd9ST4Cnwy6NHaCxbj8,61,2010-11-09,summer
2189,TiK ToK,0HPD5WQqrq7wPWR7P7Dw1i,Kesha,6LqNN22kT3074XbTVUrhzX,83,2010-01-01,summer
2190,Die Young,7EQGXaVSyEDsCWKmUcfpLk,Kesha,6LqNN22kT3074XbTVUrhzX,77,2012-11-30,summer
2191,Automatic X Levels X No Hands,7mHdZn4iaQfIZKMF1HmIKo,Trophy,0OJzg64gPpMzwQgAA5A5n6,0,2020-09-22,summer
2192,Mr. Brightside,003vvx7Niy0yvhvHt4a68B,The Killers,0C0XlULifJtAgn6ZNCW2eu,86,2004,summer
2193,Locked out of Heaven,3w3y8KPTfNeOKPiqUTakBh,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,87,2012-12-07,summer
2194,Get Lucky (feat. Pharrell Williams and Nile Rodgers),69kOkLUCkxIZYexIgSG8rq,Daft Punk,4tZwfgrHOc3mvqYlEYSvVi,73,2013-05-20,summer
2195,Stereo Hearts (feat. Adam Levine),0qOnSQQF0yzuPWsXrQ9paz,Gym Class Heroes,4IJczjB0fJ04gs4uvP0Fli,80,2011-11-11,summer
2196,Animals,2bL2gyO6kBdLkNSkxXNh6x,Maroon 5,04gDigrS5kc9YWfZHwBETP,79,2014-09-02,summer
2197,Wild Ones (feat. Sia),1NpW5kyvO4XrNJ3rnfcNy3,Flo Rida,0jnsk9HBra6NMjO2oANoPY,78,2012-06-22,summer
2198,DJ Got Us Fallin' In Love (feat. Pitbull),4356Typ82hUiFAynbLYbPn,USHER,23zg3TcAtWQy7J6upgbUnj,82,2010-03-30,summer
2199,Chasing The Sun,4b4c0oH7PtrPsI86drzgFs,The Wanted,2NhdGz9EDv2FeUw6udu2g1,64,2012-01-01,summer
2200,Live Your Life,3jlbL2OTD5YmIunYzgQTAN,T.I.,4OBJLual30L7gRl5UkeRcT,72,2008-09-07,summer
2201,Run This Town,7LR85XLWw2yXqKBSI5brbG,JAY-Z,3nFkdlSjzX9mRTtwJOzDYB,77,2009-09-08,summer
2202,Ni**as In Paris,4Li2WHPkuyCdtmokzW2007,JAY-Z,3nFkdlSjzX9mRTtwJOzDYB,13,2011-08-08,summer
2203,Stronger,0j2T0R9dR9qdJYsB7ciXhf,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,79,2007-09-11,summer
2204,POWER,2gZUPNdnz5Y45eiGxpHGSc,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,76,2010-11-22,summer
2205,My House,6Knv6wdA0luoMUuuoYi2i1,Flo Rida,0jnsk9HBra6NMjO2oANoPY,75,2015-04-07,summer
2206,GDFR (feat. Sage the Gemini & Lookas),26rdOwwjC2UnweK3xeS58u,Flo Rida,0jnsk9HBra6NMjO2oANoPY,70,2015-04-07,summer
2207,Turn Down for What,67awxiNHNyjMXhVgsHuIrs,DJ Snake,540vIaP2JwjQb9dm3aArA4,69,2013-12-18,summer
2208,Lights - Single Version,7gUpO6td4OOnu0Lf9vhcIV,Ellie Goulding,0X2BH1fck6amBIoJhDVmmJ,60,2010,summer
2209,Super Bass,3hlksXnvbKogFdPbpO9vel,Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,78,2010-11-22,summer
2210,Super Freaky Girl,2yjlYDiNiQkdxVqTlaSrlX,Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,67,2022-08-26,summer
2211,Whistle,3bC1ahPIYt1btJzSSEyyrF,Flo Rida,0jnsk9HBra6NMjO2oANoPY,76,2012-06-22,summer
2212,Little Talks,2ihCaVdNZmnHZWt0fvAM7B,Of Monsters and Men,4dwdTW1Lfiq0cM8nBAqIIz,78,2012-01-01,summer
2213,Time of Our Lives,2bJvI42r8EF3wxjOuDav4r,Pitbull,0TnOYISbd1XYRBk9myaseg,83,2014-11-21,summer
2214,Give Me Everything (feat. Nayer),4QNpBfC0zvjKqPJcyqBy9W,Pitbull,0TnOYISbd1XYRBk9myaseg,85,2011-06-17,summer
2215,Dog Days Are Over,1YLJVmuzeM2YSUkCCaTNUB,Florence + The Machine,1moxjboGR7GNWYIMWsRjgG,73,2009,summer
2216,Home - 2019 - Remaster,7KWGfnsUU4Ri46TIvjpAPx,Edward Sharpe & The Magnetic Zeros,7giUHu5pv6YTZgSkxxCcgh,4,2009-07-07,summer
2217,Renegades,0fYVliAYKHuPmECRs1pbRf,X Ambassadors,3NPpFNZtSTHheNBaWC82rB,75,2015-06-30,summer
2218,Viva La Vida,1mea3bSkSGXuIRvnydlB5b,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,86,2008-05-26,summer
2219,Home,1EAgPzRbK9YmdOESSMUm6P,Phillip Phillips,6p5JxpTc7USNnBnLzctyd4,67,2012-01-01,summer
2220,The Night We Met,0QZ5yyl6B6utIWkxeBDxQN,Lord Huron,6ltzsmQQbmdoHHbLZ4ZN25,78,2015-04-07,summer
2221,Ice Ice Baby,3XVozq1aeqsJwpXrEZrDJ9,Vanilla Ice,7GXXMm3DB1VswVcuGyInUd,70,2008-11-04,summer
2222,Back To The Hotel,47ukoPgAExwBp64F2gQlv2,N2DEEP,7zgtJuRm0JcJpPQRjCgXT7,53,1992-06-01,summer
2223,Mr. Blue Sky,2RlgNHKcydI9sayD2Df2xp,Electric Light Orchestra,7jefIIksOi1EazgRTfW2Pk,77,1977,summer
2224,Backyard Boy,0QpOqKz66ZxHNqj2PPHiFF,Claire Rosinkranz,3V0ZQW0dNuVaFtbVYgSI24,56,2020-08-14,summer
2225,Day 'N' Nite (nightmare),5wfllwdjglyQislkskYLBv,Kid Cudi,0fA0VVWsXO9YnASrzqfmYu,68,2009-01-01,summer
2226,Rock Your Body,1AWQoqb9bSvzTjaLralEkT,Justin Timberlake,31TPClRtHm23RisEBtV3X7,79,2002-11-04,summer
2227,Want Me,0yOyMyQnV5ZCdn6BnIrOWq,Cl4pers,7J2iS8AJGjC7om2vgBXdDJ,0,2021-12-23,summer
2228,Party In The U.S.A.,5Q0Nhxo0l2bP3pNjpGJwV1,Miley Cyrus,5YGY8feqx7naU7z4HrwZM6,76,2009-01-01,summer
2229,Teach Me How to Dougie,61LtVmmkGr8P9I2tSPvdpf,Cali Swag District,1EeArivTpzLNCqubV95255,67,2011-07-12,summer
2230,Beautiful Girls,1hGy2eLcmC8eKx7qr1tOqx,Sean Kingston,6S0dmVVn4udvppDhZIWxCr,77,2007-07-23,summer
2231,Cupid (Twin Ver.) - Sped Up,6HxC6Xdjg3uD1aKhObuFcd,Ninedo,7imkhqX2EFDDZWHRkgiFmQ,0,2023-03-18,summer
2232,I Know - PR1SVX Edit Sped Up,1CHGJtIsl2TcoWUR42jxjS,Kanii,1S82w4yw9TYIHZ889mPPaW,55,2023-03-24,summer
2233,Boy's a liar Pt. 2,6AQbmUe0Qwf5PZnt4HmTXv,PinkPantheress,78rUTD7y6Cy67W1RVzYs7t,73,2023-02-03,summer
2234,Gypsy Woman - Remix,49RMCQSm910aARQmbd5JeM,Anaiah Bordeaux,74FTU6IK0OfJiNSazQvhrk,0,2022-08-05,summer
2235,Onna Come Up,0e4A9Fak1nJ7RtBD8YpoEo,Lil Eazzyy,0rpUnzu4JIoRkKkGvdcm7b,66,2020-11-20,summer
2236,this is what falling in love feels like,2PWTZV5znjLtZC5T1EVJvL,JVKE,164Uj4eKjl6zTBKfJLFKKK,75,2022-09-23,summer
2237,Upside Down,6shRGWCtBUOPFLFTTqXZIC,Jack Johnson,3GBPw9NK25X1Wt2OUvOwY3,66,2006,summer
2238,Hollow Life,6Vf7LHhvi9NycqvYnishuW,Coast Modern,4wYk01oPJNfaEssVFL46oQ,0,2015-10-02,summer
2239,Cooler Than Me - Single Mix,2V4bv1fNWfTcyRJKmej6Sj,Mike Posner,2KsP6tYLJlTBvSUxnwlVWa,76,2010-08-09,summer
2240,Chandelier,1cwqP7Tyxu5z8XDYoPkNte,Will Paquin,0oouuXi8tdasgUgk520Jy6,74,2020-09-25,summer
2241,Messages from the Stars - Sped Up,5g8y52H5k4VuOuIS8eaaQ6,The Rah Band,7MDoXA8Kfykq3gkBkDBLtH,62,2022-11-04,summer
2242,This Could Be Us,4jTiyLlOJVJj3mCr7yfPQD,Rae Sremmurd,7iZtZyCzp3LItcw1wtPI3D,74,2015-01-06,summer
2243,CRYSTALS,5bYFgV2KMMC6IVQ2gUyMGg,PR1SVX,12NSBgMVPKhwB8tDMsoYpP,61,2023-03-18,summer
2244,akimboo,5QEXzqhBUZT8rADnnM4o5t,Leoohxz,2mpdTg0BIYw0KL2dSxWFxe,0,2023-04-14,summer
2245,Starboy,7MXVkk9YMctZqd1Srtv4MB,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,88,2016-11-25,summer
2246,50//50 (Edit),6xFC1OLXHiGrGRGy6AdRbu,Vantage,6owH8F2INpb18PhnISiVh2,11,2020-11-07,summer
2247,Dancing in the Moonlight,0q21FNwES2bbtcduB6kjEU,King Harvest,5FHwr1FymaS5kutIEK6e2y,72,1973-01-01,summer
2248,Still Wiz,6eF9HLVa6k163wJyHjbN4V,Wiz Khalifa,137W8MRPWKqSmrBGDBFSop,53,2020-04-20,summer
2249,Bumble Bee,2p9InWsxSanp9HH1nQKN8H,Bambee,0xicY3fW9Ao8MIXZ4Va6b0,4,1999-01-01,summer
2250,Strawberries & Creamin',2fGVMa4oQQCKdBBbx8Nagg,Yung Gravy,2YOYua8FpudSEiB9s88IgQ,42,2023-05-26,summer
2251,"Take Me Home, Country Roads - Original Version",1YYhDizHx7PnDhAhko6cDS,John Denver,7EK1bQADBoqbYXnT4Cqv9w,75,1971,summer
2252,I'm Gonna Be (500 Miles),66S14BkJDxgkYxLl5DCqOz,The Proclaimers,1A92IAcd7A6npCA33oGM5i,67,2003-09-01,summer
2253,Life is a Highway,5gB2IrxOCX2j9bMnHKP38i,Rascal Flatts,0a1gHP0HAqALbEyxaD5Ngn,72,2006-01-01,summer
2254,Sweet Caroline,62AuGbAkt8Ox2IrFFb8GKV,Neil Diamond,7mEIug7XUlQHikrFxjTWes,76,1969-06-06,summer
2255,Brown Eyed Girl,3yrSvpt2l1xhsV9Em88Pul,Van Morrison,44NX2ffIYHr6D4n7RaZF7A,84,1967-09,summer
2256,American Pie,1fDsrQ23eTAVFElUMaf38X,Don McLean,1gRNBaI4yn6wCCTvRhGWh8,74,1971,summer
2257,Hooked On A Feeling,2Nz6aF1umHh5Et6I5H581L,Blue Swede,0UpuH5U4nZ3UGGUJi0Zfbp,68,2014-09-30,summer
2258,United In Grief,5Gt9bxniM1SxN61yRzRhXL,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,74,2022-05-13,summer
2259,Sparks,7D0RhFcb3CrfPuTJ0obrod,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,85,2000-07-10,summer
2260,"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)",39MK3d3fonIP8Mz9oHCTBB,Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,71,2023-06-02,summer
2261,Watch This - ARIZONATEARS Pluggnb Remix,0FA4wrjDJvJTTU8AepZTup,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,76,2023-02-05,summer
2262,Just Do It,6MLcsl28czcX24jScQgMRK,Tie Vlone,6RApN3kdARqZZzgz3ORV9z,0,2022-10-23,summer
2263,The Race - Remix,7d19457woBxmPRCq255YqM,Tay-K,2ODbg2404zUzTi02qIPEjB,65,2017-12-14,summer
2264,Hey Baby (Drop It to the Floor) (feat. T-Pain),3rfhI32Il2hVRKDkuGeeen,Pitbull,0TnOYISbd1XYRBk9myaseg,74,2011-06-17,summer
2265,Shots,1V4jC0vJ5525lEF1bFgPX2,LMFAO,3sgFRtyBnxXD5ESfmbK4dl,66,2009-01-01,summer
2266,Mind Over Matter,5Az8KU81g2aLBbJN67F2CI,Young the Giant,4j56EQDQu5XnL7R3E9iFJT,70,2014-01-17,summer
2267,Come a Little Closer,4sebUbjqbcgDSwG6PbSGI0,Cage The Elephant,26T3LtbuGT1Fu9m0eRq5X3,73,2013-10-08,summer
2268,I Wanna Be Yours,5XeFesFbtLpXzIVDNQP22n,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,91,2013-09-09,summer
2269,Why'd You Only Call Me When You're High?,086myS9r57YsLbJpU0TgK9,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,85,2013-09-09,summer
2270,Do I Wanna Know?,5FVd6KXrgO9B3JPmC8OPst,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,85,2013-09-09,summer
2271,Levels - Radio Edit,5UqCQaDshqbIk3pkhy4Pjg,Avicii,1vCWHaC5f2uS3yhpwWbIA6,78,2011-10-28,summer
2272,Young Forever,35srNkJVToAzYiZzron1FY,JAY-Z,3nFkdlSjzX9mRTtwJOzDYB,64,2009-09-08,summer
2273,GOOD NEWS (Intro),2nWmAveRfr6nSHuGSdx75D,Mighty Bay,6vAbPprzkLR2v8FpTgyYcV,45,2022-02-11,summer
2274,Island Song,273gNDaG3xT0ulMx4Vct6M,Zac Brown Band,6yJCxee7QumYr820xdIsjo,58,2012-07-06,summer
2275,The Spins,7BcOUi4FQ3wBLmNTW0yfCR,Mac Miller,4LLpKhyESsyAXpc4laK94U,66,2010-08-13,summer
2276,Wet Dreamz,4tqcoej1zPvwePZCzuAjJd,J. Cole,6l3HvQ5sa6mXTsMTB19rO5,80,2014-12-09,summer
2277,"Welcome Home, Son",6HTVZeVQ9J6Uiq6tHESxU9,Radical Face,5EM6xJN2QNk0cL7EEm9HR9,69,2007-03-02,summer
2278,Lust,7oJrVhiTPZGBXWPwhxjy9S,Lil Skies,7d3WFRME3vBY2cgoP38RDo,70,2017-12-12,summer
2279,Gassed Up,6JjEVlMkfHWMeYavkEYzNO,Nebu Kiniza,5lCY3tqdQxbeg5igSlObaT,64,2016-08-26,summer
2280,Black Out Days,2IWtloZYQDcP8Ashwx8QEF,Phantogram,1l9d7B8W0IHy3LqWsxP2SH,70,2014-02-18,summer
2281,Thinking Again,2jdk3sWrNZtUes2tNRLdyo,Trampolene,28KtnfdwBHptsGPPWjeovU,20,2022-10-13,summer
2282,Kevin’s Heart,6tZ3b7ik1QDXFAZlXib0YZ,J. Cole,6l3HvQ5sa6mXTsMTB19rO5,69,2018-04-20,summer
2283,a lot,2t8yVaLvJ0RenpXUIAC52d,21 Savage,1URnnhqYAYcrqrcwql10ft,76,2018-12-21,summer
2284,p r i d e . i s . t h e . d e v i l (with Lil Baby),5W8jRrZ6tWrTrqnKRtIQBf,J. Cole,6l3HvQ5sa6mXTsMTB19rO5,68,2021-05-14,summer
2285,Tomioka,66MBHbC0oesKfPlg01jSAc,Jay Eazy,2bc73gsB8lPAL1mxNBOEqV,0,2022-07-06,summer
2286,Everything BoZ,1WnKJJKMtnmPdvFGOxcRVZ,Trippie Redd,6Xgp2XMz1fhVYe7i6yNAax,1,2019-08-09,summer
2287,Divine Failure,209ZGmgtTWNXWfsiLHz9wY,Lemuel Tay,2WcTElQPTiyDsBGV7dXSZ8,0,2022-12-22,summer
2288,Sh-Boom,6ZKB999ZdaFVgrYWvxkl49,The Chords,2iSZ41LUUYVcz5At9Xuz7T,47,2003-12-16,summer
2289,Cupid – Twin Ver. (FIFTY FIFTY) – Sped Up Version,3B228N0GxfUCwPyfNcJxps,sped up 8282,1c0ChJZVluriMPwFrTAmly,14,2023-04-08,summer
2290,METAMORPHOSIS,2ksyzVfU0WJoBpu8otr4pz,INTERWORLD,5hKGLu4Ik88FzWcTPhWNTN,78,2021-11-25,summer
2291,ORANGE SODA,5FkoSXiJPKTNyYgALRJFhD,Baby Keem,5SXuuuRpukkTvsLuUknva1,77,2019-07-19,summer
2292,Freaks,7EkWXAI1wn8Ii883ecd9xr,Surf Curse,1gl0S9pS0Zw0qfa14rDD3D,84,2021-05-15,summer
2293,Ballin' (with Roddy Ricch),3QzAOrNlsabgbMwlZt7TAY,Mustard,0YinUQ50QDB7ZxSCLyQ40k,73,2019-06-28,summer
2294,Rapp Snitch Knishes,5KUNwkaNf8l5A9sXZhiCgI,MF DOOM,2pAWfrd7WFF3XhVt9GooDL,75,2004-11-16,summer
2295,Surround Sound (feat. 21 Savage & Baby Tate),46b23Nj2UftnN8jSWz4VR5,JID,6U3ybJ9UHNKEdsH7ktGBZ7,34,2022-08-26,summer
2296,The Rainnnnnnn,249FZ5xI1fVbsqbs5iDnw1,leydown,6mYHCQAK0v5oauLlsY9Atk,29,2020-02-06,summer
2297,if god didnt want us to snort worms he wouldn't have made them cylindrical!,7wtU7N6R49UAbzQcLjRy5q,MIMIDEATH,55VDe291360aWSrwt1U96m,59,2020-03-05,summer
2298,Flashing Lights,5TRPicyLGbAF2LGBFbHGvO,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,83,2007-09-11,summer
2299,No Hands (feat. Roscoe Dash & Wale),03tqyYWC9Um2ZqU0ZN849H,Waka Flocka Flame,6f4XkbvYlXMH0QgVRzW0sM,75,2010-10-01,summer
2300,Crazy Rap (Colt 45 & 2 Zig Zags),1ACZpHI5vZ5Ea4xGlkdGWM,Afroman,4Icvbp9RDt5aY2TWDOVDsr,68,2001-08-28,summer
2301,That's What I Like,0KKkJNfGyhkQ5aFogxQAPU,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,86,2016-11-17,summer
2302,Dream Sweet in Sea Major,3RznzRnsl8mzP63l4AF2M7,Miracle Musical,2FRXiAz5Uz78LLLSwEUhLt,65,2012-12-12,summer
2303,Eenie Meenie,45O0tUN9Bh6LH4eNxQ07AT,Sean Kingston,6S0dmVVn4udvppDhZIWxCr,63,2020-02-28,summer
2304,Viva La Vida - slowed + reverb,5473bHmTCd9IfXrPzDCVNi,slowli,3bb1gRAIyDGQ5AUczpuFKs,42,2022-10-07,summer
2305,GRIND,0oeEqSlhD21Lj9uDwyxUu4,Cochise,46HzS7yz0c9udVwtbHk1sx,52,2022-06-24,summer
2306,Act up remixalyootz,33ZxqEUxPCFNJLVBFQxIT8,RICH LOVE,6XqctaJqRsoTVN5LUYcwiS,0,2023-08-04,summer
2307,Down,6cmm1LMvZdB5zsCwX5BjqE,Jay Sean,4pADjHPWyrlAF0FA7joK2H,77,2009-01-01,summer
2308,The Thrill,56oGoEjA9eTZYgsttEFKY3,Wiz Khalifa,137W8MRPWKqSmrBGDBFSop,77,2020-11-11,summer
2309,American Boy,6etwirSInfuJrSOlogS6Sh,Estelle,5T0MSzX9RC5NA6gAI6irSn,77,2008-03-28,summer
2310,Picture (feat. Sheryl Crow),69j0KoPJuwpnbGWrfn7Yll,Kid Rock,7dOBabd5O4CvKrg4iriHTM,67,2001-11-19,summer
2311,Runnin,5SWnsxjhdcEDc7LJjq9UHk,21 Savage,1URnnhqYAYcrqrcwql10ft,80,2020-10-02,summer
2312,Babydoll,7yNf9YjeO5JXUE3JEBgnYc,Dominic Fike,6USv9qhCn6zfxlBQIYJ9qs,80,2018-10-16,summer
2313,Empire State Of Mind,2igwFfvr1OAGX9SKDCPBwO,JAY-Z,3nFkdlSjzX9mRTtwJOzDYB,80,2009-09-08,summer
2314,Covet,1AMADyXgIWayh5vXLZo2qF,Basement,4DUQBYAyOTZotSEdKhaf6c,72,2012-10-23,summer
2315,Just Can’t Get Enough,3JA9Jsuxr4xgHXEawAdCp4,Black Eyed Peas,1yxSLGMDHlW21z4YXirZDS,78,2010-01-01,summer
2316,Cupid's Chokehold / Breakfast in America,2Lhdl74nwwVGOE2Gv35QuK,Gym Class Heroes,4IJczjB0fJ04gs4uvP0Fli,75,2005-02-22,summer
2317,Hey Ya!,2PpruBYCo4H7WOBJ7Q2EwM,Outkast,1G9G7WwrXka3Z1r7aIDjI7,82,2003,summer
2318,Bound 2,3sNVsP50132BTNlImLx70i,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,81,2013-06-18,summer
2319,Promiscuous,2gam98EZKrF9XuOkU13ApN,Nelly Furtado,2jw70GZXlAI8QzWeY2bgRc,82,2006-01-01,summer
2320,Jackie Chan,4kWO6O1BUXcZmaxitpVUwp,Tiësto,2o5jDhtHVPhrJdv3cEQ99Z,66,2018-05-18,summer
2321,Waves - Robin Schulz Radio Edit,1HFfMOxCAT4GAwaPfCdmUs,Mr. Probz,33W1pnW9zScZtYTnAoWnOT,76,2014-02-07,summer
2322,Habits (Stay High) - Hippie Sabotage Remix,62N2JSA0jHmSH7Va9t7hIf,Tove Lo,4NHQUGzhtTLFvgF5SZesLK,62,2014-01-01,summer
2323,Heartbeat,0zo4aX57COch7Wh3NRImTM,Childish Gambino,73sIBHcqh3Z3NyqHKZ7FOL,79,2011-11-15,summer
2324,Les,0YsGMHid6sFq5PcToe3JZE,Childish Gambino,73sIBHcqh3Z3NyqHKZ7FOL,81,2011-11-15,summer
2325,All Of The Lights,22L7bfCiAkJo5xGSQgmiIO,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,77,2010-11-22,summer
2326,Only Girl (In The World),2ENexcMEMsYk0rVJigVD3i,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,83,2010-01-01,summer
2327,International Love (feat. Chris Brown),62zFEHfAYl5kdHYOivj4BC,Pitbull,0TnOYISbd1XYRBk9myaseg,76,2011-06-17,summer
2328,Hotel Room Service,6Rb0ptOEjBjPPQUlQtQGbL,Pitbull,0TnOYISbd1XYRBk9myaseg,71,2009-08-31,summer
2329,No Diggity,6MdqqkQ8sSC0WB4i8PyRuQ,Blackstreet,2P3cjUru4H3fhSXXNxE9kA,76,1996-09-09,summer
2330,Fuck You,4ycLiPVzE5KamivXrAzGFG,CeeLo Green,5nLYd9ST4Cnwy6NHaCxbj8,64,2010-11-09,summer
2331,Crazy,2N5zMZX7YeL1tico8oQxa9,Gnarls Barkley,5SbkVQYYzlw1kte75QIabH,34,2006-05-02,summer
2332,Stolen Dance,0ZfByLXCeKchuj7zi1CJ0S,Milky Chance,1hzfo8twXdOegF3xireCYs,72,2014-10-14,summer
2333,Kids,1jJci4qxiYcOHhQR247rEU,MGMT,0SwO7SWeDHJijQ3XNS7xEE,77,2007-12-14,summer
2334,Midnight City,1eyzqe2QqGZUmfcPZtrIyt,M83,63MQldklfxkjYDoUE4Tppz,69,2011,summer
2335,Adventure of a Lifetime,69uxyAqqPIsUyTO8txoP2M,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,79,2015-12-04,summer
2336,Can't Feel My Face,22VdIZQfgXJea34mQxlt81,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,81,2015-08-28,summer
2337,The Less I Know The Better,6K4t31amVTZDgR3sKmwUJJ,Tame Impala,5INjqkS1o8h1imAzPqGZBb,84,2015-07-17,summer
2338,Let It Happen,2X485T9Z5Ly0xyaghN73ed,Tame Impala,5INjqkS1o8h1imAzPqGZBb,78,2015-07-17,summer
2339,Lovers Rock,6dBUzqjtbnIa1TwYbyw5CM,TV Girl,0Y6dVaC9DZtPNH4591M42W,86,2014-06-05,summer
2340,"New Person, Same Old Mistakes",52ojopYMUzeNcudsoz7O9D,Tame Impala,5INjqkS1o8h1imAzPqGZBb,76,2015-07-17,summer
2341,Always Forever,2enPRFda84VE2wtI8c86Uf,Cults,3Oim8XBPbznAa8Jj8QzNc8,79,2013-10-15,summer
2342,My Love Mine All Mine,3vkCueOmm7xQDoJ17W1Pm3,Mitski,2uYWxilOVlUdk4oV9DvwqK,88,2023-09-15,summer
2343,Wasted Summers,43MifzVnh8W3jJN0xqU9jR,juju<3,496w0Fyed8J7IRzn5Ffb6x,78,2023-07-12,summer
2344,Ronnie D and Docta Peppa,6WDEOPuhsQlj1xbB8K1usT,Dirty Prescott Kids,7n9L6w44m2QDtKiMe762DW,17,2018-04-29,summer
2345,Mary Jane's Last Dance,3dmqIB2Qxe2XZobw9gXxJ6,Tom Petty and the Heartbreakers,4tX2TplrkIP4v05BNC903e,73,2008-05-20,summer
2346,Go Flex,5yuShbu70mtHXY0yLzCQLQ,Post Malone,246dkjvS1zLTtiykXe5h60,74,2016-12-09,summer
2347,Something Real,444vevlQjTnKioLLncteGv,Post Malone,246dkjvS1zLTtiykXe5h60,61,2023-07-28,summer
2348,Runaway,3DK6m7It6Pw857FcQftMds,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,81,2010-11-22,summer
2349,Ghost Town,7vgTNTaEz3CsBZ1N4YQalM,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,77,2018-06-01,summer
2350,Pink + White,3xKsf9qdS1CyvXSMEid6g8,Frank Ocean,2h93pZq0e7k5yf4dywlkpM,87,2016-08-20,summer
2351,Violent Crimes,3s7MCdXyWmwjdcWh7GWXas,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,80,2018-06-01,summer
2352,My Way - 2008 Remastered,2YkIDPL5lGhRhomCq4S2RO,Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,67,2008-05-13,summer
2353,Dancing Queen,0GjEhVFGZW8afUYGChu3Rr,ABBA,0LcJLqbBmaGUft1e9Mm8HV,83,1976,summer
2354,Just the Way You Are,7BqBn9nzAq8spo5e7cZ0dJ,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,84,2010-05-11,summer
2355,When I Was Your Man,0nJW01T7XtvILxQgC5J7Wh,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,88,2012-12-07,summer
2356,Yellow,3AJwUDP919kvQ9QcozQPxg,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,89,2000-07-10,summer
2357,All of Me,3U4isOIWM3VvDubwSI3y7a,John Legend,5y2Xq6xcjJb2jVM54GHK3t,84,2013-08-30,summer
2358,Iris,6Qyc6fS4DsZjB2mRW9DsQs,The Goo Goo Dolls,2sil8z5kiy4r76CRTXxBCA,88,1998,summer
2359,How to Save a Life,5fVZC9GiM4e8vu99W0Xf6J,The Fray,0zOcE3mg9nS6l3yxt1Y0bK,79,2005-09-13,summer
